trasaction_type;goal;kind;number_rooms;number_bathrooms;number_parking_places;area;has_elevator;age;latitute;logitude;rent_value;sell_value
Aluguel;Residencial;apartamento;3;2;2;178;1;2;-18.945063;-48.30932;1181;0
Aluguel;Comercial;loja;0;2;4;122;1;9;-18.899267;-48.306777;2652;0
Venda;Residencial;casa;1;1;1;80;0;2;-18.927981;-48.308376;0;419296
Aluguel;Comercial;loja;0;1;4;203;0;10;-18.8878;-48.244058;2397;0
Aluguel;Comercial;sala comercial;0;1;1;194;0;5;-18.965527;-48.272935;887;0
Aluguel;Residencial;casa;3;1;2;86;1;2;-18.952085;-48.241334;2403;0
Venda;Residencial;casa;1;3;1;147;0;4;-18.957096;-48.265588;0;733980
Aluguel;Residencial;apartamento;3;1;1;170;1;10;-18.901504;-48.331099;1779;0
Venda;Residencial;casa;4;3;2;140;0;6;-18.935029;-48.255095;0;371414
Venda;Residencial;apartamento;4;3;1;158;1;0;-18.959631;-48.309615;0;568996
Venda;Comercial;loja;0;1;2;120;0;2;-18.958983;-48.232048;0;512427
Aluguel;Residencial;casa;2;2;3;94;0;0;-18.895655;-48.218612;1987;0
Venda;Comercial;loja;0;3;2;131;1;1;-18.964093;-48.223933;0;217076
Venda;Residencial;apartamento;2;1;4;141;1;6;-18.919407;-48.286655;0;715897
Venda;Residencial;apartamento;1;3;2;217;0;8;-18.888397;-48.225814;0;623979
Venda;Comercial;galpão;0;3;3;104;1;0;-18.898974;-48.224771;0;724306
Aluguel;Comercial;sala comercial;0;2;3;229;1;10;-18.8971;-48.298042;1972;0
Aluguel;Residencial;apartamento;3;3;4;81;1;3;-18.91524;-48.278963;2144;0
Aluguel;Residencial;apartamento;1;1;4;90;0;9;-18.957052;-48.237638;1294;0
Aluguel;Comercial;sala comercial;0;2;2;143;0;8;-18.898546;-48.316581;2282;0
Venda;Residencial;casa de condomínio;4;3;2;123;1;5;-18.945278;-48.256547;0;704385
Aluguel;Comercial;sala comercial;0;3;2;148;0;9;-18.942638;-48.252252;2407;0
Aluguel;Comercial;loja;0;1;1;146;1;3;-18.900777;-48.243682;2837;0
Aluguel;Comercial;loja;0;1;3;154;1;2;-18.925862;-48.300031;2611;0
Aluguel;Comercial;sala comercial;0;1;2;159;1;1;-18.946887;-48.248573;2750;0
Aluguel;Comercial;loja;0;2;3;160;1;7;-18.948171;-48.304883;2592;0
Venda;Residencial;casa;4;3;3;106;1;9;-18.93639;-48.236479;0;640782
Venda;Residencial;casa;4;2;2;168;0;8;-18.960968;-48.233393;0;554951
Aluguel;Residencial;apartamento;1;1;2;181;0;7;-18.960791;-48.271192;923;0
Venda;Comercial;galpão;0;3;4;243;0;8;-18.961168;-48.255808;0;540463
Aluguel;Comercial;loja;0;1;3;154;1;10;-18.894466;-48.237028;1673;0
Venda;Comercial;sala comercial;0;1;1;228;1;6;-18.925164;-48.289311;0;235761
Aluguel;Comercial;galpão;0;1;2;97;1;5;-18.928163;-48.273962;1587;0
Aluguel;Residencial;casa de condomínio;4;2;4;149;0;3;-18.966669;-48.332098;1858;0
Venda;Comercial;galpão;0;1;2;203;1;4;-18.952107;-48.245781;0;122659
Aluguel;Residencial;casa;1;3;2;137;1;9;-18.89063;-48.225298;1347;0
Venda;Comercial;loja;0;2;3;108;0;1;-18.884432;-48.30552;0;741763
Aluguel;Residencial;casa;2;3;3;86;0;4;-18.909454;-48.311512;1157;0
Aluguel;Comercial;sala comercial;0;1;4;131;0;10;-18.916684;-48.296426;1625;0
Venda;Comercial;loja;0;1;1;130;1;10;-18.916426;-48.297998;0;149428
Venda;Comercial;galpão;0;2;2;231;0;2;-18.913745;-48.295498;0;606175
Venda;Comercial;galpão;0;3;4;113;0;8;-18.922543;-48.297799;0;237915
Venda;Comercial;galpão;0;3;1;90;1;6;-18.915003;-48.224289;0;182458
Venda;Residencial;casa de condomínio;4;2;1;213;1;0;-18.944913;-48.225509;0;497684
Aluguel;Residencial;casa;3;1;3;88;0;3;-18.958727;-48.263417;2420;0
Aluguel;Comercial;loja;0;2;3;136;1;8;-18.956298;-48.30862;1715;0
Venda;Residencial;apartamento;1;3;3;157;1;8;-18.948873;-48.217465;0;798986
Venda;Comercial;loja;0;3;4;112;0;10;-18.903292;-48.288279;0;334671
Venda;Residencial;apartamento;4;2;4;184;0;2;-18.92744;-48.277298;0;374513
Venda;Comercial;sala comercial;0;2;1;94;0;8;-18.891282;-48.242072;0;347039
Venda;Residencial;casa;2;2;1;145;0;0;-18.911984;-48.269947;0;240370
Aluguel;Residencial;apartamento;1;2;4;109;1;0;-18.889171;-48.281731;2510;0
Aluguel;Residencial;casa;2;3;2;106;0;9;-18.892652;-48.263931;876;0
Aluguel;Residencial;casa de condomínio;1;1;1;115;1;10;-18.9172;-48.26733;793;0
Aluguel;Residencial;apartamento;3;1;3;248;0;1;-18.940338;-48.276594;660;0
Aluguel;Residencial;casa de condomínio;4;3;4;92;0;1;-18.918403;-48.220243;1394;0
Venda;Residencial;casa de condomínio;4;1;4;173;0;2;-18.902452;-48.301204;0;431115
Venda;Comercial;galpão;0;1;1;113;1;0;-18.922468;-48.304985;0;707597
Venda;Residencial;apartamento;1;2;2;156;0;0;-18.943739;-48.269022;0;520746
Venda;Comercial;loja;0;1;4;129;1;9;-18.916659;-48.291633;0;775648
Venda;Residencial;casa de condomínio;3;3;2;176;0;8;-18.895126;-48.260361;0;359052
Aluguel;Residencial;casa;2;1;4;196;0;3;-18.933009;-48.227592;2835;0
Aluguel;Residencial;casa;4;1;1;230;1;6;-18.898391;-48.221879;1238;0
Venda;Comercial;galpão;0;2;4;173;1;6;-18.906473;-48.291386;0;406430
Venda;Comercial;loja;0;3;1;98;1;7;-18.953826;-48.23493;0;711514
Aluguel;Comercial;galpão;0;2;4;169;1;4;-18.939278;-48.277079;2913;0
Venda;Residencial;casa;4;2;1;162;0;0;-18.96654;-48.293895;0;219590
Venda;Comercial;loja;0;3;1;172;0;4;-18.903973;-48.258454;0;753026
Venda;Residencial;casa;1;1;3;194;0;1;-18.947839;-48.304527;0;606108
Aluguel;Comercial;galpão;0;1;4;107;1;2;-18.939532;-48.278257;794;0
Aluguel;Comercial;galpão;0;1;1;206;0;4;-18.920562;-48.261963;711;0
Aluguel;Comercial;loja;0;3;2;230;0;10;-18.916132;-48.305236;885;0
Venda;Comercial;galpão;0;2;3;201;1;0;-18.952812;-48.237032;0;210319
Aluguel;Comercial;loja;0;3;4;195;0;10;-18.920238;-48.242565;1748;0
Venda;Comercial;galpão;0;3;3;243;0;4;-18.950688;-48.298206;0;787319
Venda;Comercial;loja;0;3;4;80;0;5;-18.961364;-48.227319;0;134372
Venda;Residencial;apartamento;3;2;2;220;1;4;-18.894178;-48.293344;0;204451
Aluguel;Residencial;apartamento;3;1;3;110;1;3;-18.950159;-48.259895;2688;0
Venda;Residencial;apartamento;4;1;4;185;1;8;-18.93809;-48.310485;0;350389
Aluguel;Comercial;loja;0;1;3;135;0;1;-18.956492;-48.31858;2384;0
Venda;Comercial;loja;0;1;3;204;1;7;-18.894579;-48.296892;0;588579
Venda;Comercial;loja;0;1;3;195;1;1;-18.887733;-48.231961;0;555258
Aluguel;Residencial;casa de condomínio;2;1;2;113;1;4;-18.938312;-48.279963;1859;0
Venda;Residencial;casa;4;3;4;147;1;9;-18.892095;-48.230168;0;200008
Venda;Residencial;apartamento;4;3;3;242;1;7;-18.895692;-48.265493;0;701977
Aluguel;Residencial;casa;1;2;2;190;1;4;-18.898781;-48.257561;1783;0
Aluguel;Comercial;galpão;0;3;3;146;1;2;-18.966497;-48.302508;1875;0
Venda;Residencial;casa de condomínio;1;2;1;168;1;8;-18.923094;-48.272905;0;234475
Aluguel;Comercial;sala comercial;0;3;2;112;0;3;-18.910313;-48.281649;2610;0
Venda;Residencial;casa de condomínio;2;3;3;158;0;5;-18.909163;-48.314063;0;384169
Aluguel;Residencial;casa;4;3;3;202;1;8;-18.962431;-48.245444;2528;0
Venda;Residencial;casa;2;1;4;178;1;3;-18.896413;-48.331068;0;522214
Venda;Comercial;loja;0;3;1;91;1;6;-18.954454;-48.325479;0;384678
Venda;Comercial;sala comercial;0;2;3;151;1;1;-18.946168;-48.225481;0;690169
Venda;Comercial;sala comercial;0;2;3;191;1;9;-18.963853;-48.217647;0;618224
Venda;Residencial;apartamento;3;3;4;211;1;6;-18.932969;-48.243141;0;458450
Aluguel;Comercial;galpão;0;3;2;206;0;3;-18.891914;-48.234623;2477;0
Venda;Residencial;apartamento;1;1;2;152;0;5;-18.886094;-48.254922;0;378775
Venda;Comercial;sala comercial;0;3;4;136;1;2;-18.901555;-48.2466;0;795607
Venda;Comercial;sala comercial;0;1;3;184;1;4;-18.945266;-48.250741;0;257589
Venda;Residencial;apartamento;2;2;2;200;0;9;-18.912055;-48.248153;0;579989
Venda;Residencial;casa de condomínio;4;1;4;177;1;4;-18.924694;-48.318732;0;710556
Venda;Residencial;apartamento;2;1;2;202;1;1;-18.913218;-48.23665;0;331872
Venda;Comercial;galpão;0;2;2;238;0;8;-18.918262;-48.230438;0;743106
Aluguel;Comercial;galpão;0;2;4;231;0;4;-18.926142;-48.327247;651;0
Venda;Comercial;sala comercial;0;2;1;250;1;8;-18.909804;-48.292737;0;345749
Aluguel;Residencial;casa;1;2;2;248;0;3;-18.929705;-48.327687;2566;0
Venda;Comercial;sala comercial;0;3;4;171;0;6;-18.919867;-48.254008;0;794972
Venda;Comercial;galpão;0;1;1;176;0;9;-18.89518;-48.290271;0;649631
Aluguel;Comercial;loja;0;1;2;165;1;3;-18.921437;-48.262421;1405;0
Aluguel;Comercial;galpão;0;1;1;238;1;2;-18.892412;-48.271473;1754;0
Venda;Comercial;loja;0;3;2;232;1;5;-18.938726;-48.255965;0;640659
Venda;Comercial;sala comercial;0;1;3;205;0;8;-18.893275;-48.224895;0;192460
Aluguel;Residencial;apartamento;3;2;4;148;0;7;-18.934176;-48.319505;2271;0
Aluguel;Residencial;casa de condomínio;3;2;2;166;1;9;-18.927803;-48.308234;2667;0
Aluguel;Comercial;loja;0;3;3;182;0;7;-18.964756;-48.309117;1832;0
Aluguel;Comercial;loja;0;3;4;133;1;8;-18.928994;-48.305199;2354;0
Venda;Comercial;galpão;0;1;2;197;0;1;-18.920225;-48.295547;0;589707
Venda;Residencial;casa;3;3;2;242;0;2;-18.909249;-48.280581;0;557721
Venda;Residencial;casa de condomínio;3;1;1;196;1;2;-18.959779;-48.248331;0;749958
Aluguel;Residencial;casa;1;2;4;187;1;6;-18.932634;-48.253111;1393;0
Aluguel;Residencial;casa;4;1;1;246;1;5;-18.955971;-48.257777;2050;0
Venda;Comercial;galpão;0;3;2;207;0;4;-18.936743;-48.282408;0;241595
Venda;Comercial;sala comercial;0;1;4;238;0;8;-18.95035;-48.227689;0;741790
Aluguel;Comercial;loja;0;2;2;151;0;2;-18.908771;-48.247997;2797;0
Venda;Comercial;galpão;0;2;2;122;0;0;-18.924564;-48.312368;0;645807
Aluguel;Comercial;loja;0;2;2;83;0;7;-18.94554;-48.327323;2544;0
Venda;Residencial;casa de condomínio;4;3;4;233;1;0;-18.905996;-48.235;0;738871
Venda;Comercial;loja;0;2;1;173;1;10;-18.884653;-48.284779;0;263055
Venda;Residencial;casa de condomínio;4;3;4;107;1;10;-18.96489;-48.305553;0;437140
Venda;Comercial;loja;0;3;2;124;0;6;-18.942794;-48.328143;0;315054
Aluguel;Residencial;casa;2;1;2;151;1;3;-18.932948;-48.321079;2711;0
Aluguel;Comercial;sala comercial;0;2;3;113;1;2;-18.913604;-48.266604;2491;0
Aluguel;Comercial;sala comercial;0;3;1;185;1;1;-18.907151;-48.275456;2421;0
Aluguel;Residencial;casa;3;1;2;94;1;7;-18.887003;-48.321876;1345;0
Venda;Residencial;casa;3;2;3;150;1;8;-18.913613;-48.237177;0;525950
Aluguel;Residencial;casa;1;2;2;110;1;6;-18.961152;-48.274579;966;0
Aluguel;Residencial;apartamento;3;1;3;135;0;8;-18.934556;-48.293605;2077;0
Venda;Comercial;galpão;0;3;4;94;1;10;-18.944897;-48.300918;0;741758
Venda;Comercial;galpão;0;3;3;147;1;8;-18.928726;-48.288889;0;248337
Venda;Comercial;galpão;0;3;1;147;1;3;-18.90626;-48.255143;0;561759
Aluguel;Comercial;sala comercial;0;2;1;127;0;7;-18.893816;-48.300248;885;0
Aluguel;Residencial;casa;2;3;4;222;0;9;-18.929177;-48.290649;1366;0
Venda;Residencial;apartamento;4;2;3;176;0;8;-18.896119;-48.296893;0;280080
Venda;Comercial;loja;0;3;1;96;1;10;-18.938711;-48.22016;0;186835
Aluguel;Residencial;apartamento;4;2;3;81;0;8;-18.963203;-48.302782;1190;0
Aluguel;Comercial;sala comercial;0;2;4;149;0;6;-18.902629;-48.300955;1080;0
Venda;Comercial;sala comercial;0;1;4;102;1;3;-18.904186;-48.264959;0;395444
Aluguel;Residencial;casa de condomínio;3;3;4;144;0;3;-18.890994;-48.266154;694;0
Aluguel;Residencial;apartamento;3;3;1;210;1;3;-18.885092;-48.242794;1783;0
Venda;Residencial;apartamento;2;3;1;193;1;9;-18.911054;-48.278862;0;648841
Venda;Residencial;apartamento;2;1;4;172;0;6;-18.928121;-48.264458;0;531465
Venda;Comercial;loja;0;1;2;152;1;10;-18.907922;-48.222824;0;449127
Venda;Residencial;casa de condomínio;3;3;1;119;1;9;-18.892211;-48.291246;0;520041
Aluguel;Residencial;casa;1;3;1;161;1;10;-18.951637;-48.257336;2056;0
Aluguel;Comercial;galpão;0;3;3;223;0;6;-18.888876;-48.25107;1641;0
Aluguel;Residencial;casa;2;3;2;138;1;4;-18.95266;-48.293728;2106;0
Aluguel;Comercial;galpão;0;1;4;206;0;1;-18.945169;-48.327172;2155;0
Aluguel;Residencial;casa;2;1;4;230;0;4;-18.895625;-48.261655;2235;0
Aluguel;Comercial;loja;0;3;4;167;0;5;-18.939498;-48.277801;2045;0
Aluguel;Comercial;galpão;0;1;2;208;1;6;-18.92107;-48.248321;2386;0
Venda;Residencial;apartamento;1;1;1;95;1;10;-18.927264;-48.290333;0;296123
Venda;Residencial;casa de condomínio;4;1;3;116;0;5;-18.931708;-48.295831;0;673903
Venda;Comercial;loja;0;3;1;202;1;8;-18.944395;-48.295916;0;309757
Aluguel;Residencial;casa de condomínio;4;3;3;171;1;6;-18.900065;-48.30628;1362;0
Venda;Comercial;loja;0;2;4;110;1;9;-18.910913;-48.313255;0;264539
Venda;Comercial;loja;0;1;2;144;0;2;-18.948334;-48.294466;0;687301
Venda;Residencial;casa;2;3;4;136;0;1;-18.917781;-48.236363;0;534512
Venda;Comercial;sala comercial;0;3;1;234;0;8;-18.935333;-48.259565;0;252069
Venda;Comercial;loja;0;1;2;234;1;1;-18.936118;-48.273678;0;723438
Aluguel;Comercial;galpão;0;3;4;128;1;9;-18.953109;-48.230145;2210;0
Venda;Comercial;sala comercial;0;2;3;154;0;10;-18.902186;-48.29716;0;133940
Aluguel;Residencial;casa;3;3;3;185;1;1;-18.961193;-48.310556;1298;0
Venda;Comercial;loja;0;3;1;83;0;10;-18.956007;-48.268541;0;393062
Aluguel;Residencial;casa de condomínio;3;2;1;126;0;2;-18.938932;-48.316726;2232;0
Aluguel;Residencial;casa;4;1;3;81;1;8;-18.924817;-48.261962;2247;0
Venda;Residencial;casa de condomínio;1;3;2;212;1;7;-18.945689;-48.255707;0;473791
Aluguel;Residencial;apartamento;1;1;2;152;1;8;-18.956616;-48.239981;2250;0
Aluguel;Residencial;casa;4;2;3;97;1;0;-18.942897;-48.28381;665;0
Aluguel;Residencial;casa de condomínio;2;2;4;112;0;10;-18.90019;-48.325762;1391;0
Aluguel;Comercial;galpão;0;3;1;189;1;0;-18.942468;-48.29045;2995;0
Venda;Residencial;casa;1;1;2;250;0;1;-18.88672;-48.261384;0;249158
Venda;Comercial;sala comercial;0;2;4;119;0;8;-18.903291;-48.307861;0;566542
Aluguel;Comercial;sala comercial;0;2;1;145;0;2;-18.93518;-48.261845;1318;0
Venda;Comercial;galpão;0;3;1;119;1;9;-18.919059;-48.272789;0;361619
Venda;Residencial;casa;4;2;2;233;1;10;-18.90885;-48.257712;0;740887
Aluguel;Comercial;loja;0;2;4;148;1;8;-18.932369;-48.29569;1392;0
Venda;Comercial;galpão;0;1;2;132;1;7;-18.929215;-48.283399;0;314356
Venda;Residencial;apartamento;1;2;2;227;1;0;-18.916536;-48.316066;0;134072
Aluguel;Residencial;casa de condomínio;4;2;4;107;1;1;-18.932271;-48.223387;1230;0
Aluguel;Residencial;apartamento;2;3;2;151;0;9;-18.905476;-48.28333;1125;0
Venda;Residencial;casa de condomínio;4;2;1;194;1;10;-18.898405;-48.283879;0;263827
Venda;Comercial;galpão;0;1;1;232;1;0;-18.884506;-48.326321;0;593531
Venda;Comercial;galpão;0;3;2;149;0;4;-18.903432;-48.241503;0;244087
Aluguel;Comercial;sala comercial;0;2;3;139;1;3;-18.898402;-48.252974;2739;0
Aluguel;Residencial;apartamento;2;1;1;101;0;2;-18.930091;-48.242792;1528;0
Aluguel;Residencial;casa de condomínio;4;3;4;157;0;3;-18.962957;-48.226312;2638;0
Aluguel;Residencial;casa;2;3;4;120;1;8;-18.885764;-48.225261;2450;0
Venda;Residencial;casa;2;2;1;83;0;3;-18.942417;-48.235819;0;364358
Venda;Comercial;loja;0;1;3;141;1;3;-18.923011;-48.264418;0;604119
Venda;Comercial;galpão;0;3;1;129;1;1;-18.942852;-48.307849;0;532410
Aluguel;Comercial;loja;0;3;2;202;1;9;-18.898607;-48.243036;2269;0
Aluguel;Comercial;loja;0;2;2;122;0;6;-18.94669;-48.27668;1006;0
Venda;Comercial;sala comercial;0;2;3;125;0;10;-18.937538;-48.218545;0;258579
Aluguel;Comercial;galpão;0;2;4;212;0;4;-18.88427;-48.223381;2259;0
Venda;Comercial;galpão;0;3;4;245;1;5;-18.897463;-48.250576;0;678836
Venda;Comercial;galpão;0;3;3;153;1;4;-18.892577;-48.253991;0;719181
Aluguel;Comercial;sala comercial;0;3;1;215;1;5;-18.927345;-48.219739;828;0
Venda;Residencial;casa de condomínio;3;3;4;231;1;6;-18.94393;-48.290224;0;355733
Aluguel;Residencial;casa;4;3;1;190;0;2;-18.921546;-48.312722;2960;0
Venda;Comercial;galpão;0;2;2;122;1;2;-18.921254;-48.227966;0;189294
Venda;Comercial;loja;0;3;4;90;0;4;-18.943013;-48.302779;0;783571
Aluguel;Residencial;casa de condomínio;1;2;2;114;0;5;-18.905524;-48.26009;2505;0
Venda;Residencial;casa de condomínio;1;3;1;237;0;5;-18.942733;-48.26853;0;388980
Venda;Residencial;casa de condomínio;1;3;1;166;0;6;-18.915905;-48.252152;0;135860
Aluguel;Comercial;loja;0;1;3;87;0;7;-18.945729;-48.28464;2012;0
Venda;Comercial;loja;0;1;1;99;1;8;-18.967541;-48.249155;0;598022
Aluguel;Comercial;loja;0;2;2;130;1;10;-18.888811;-48.309558;2258;0
Venda;Residencial;casa de condomínio;4;2;3;105;1;9;-18.951313;-48.272049;0;202591
Venda;Residencial;casa de condomínio;3;2;2;122;1;8;-18.914986;-48.263392;0;676930
Aluguel;Comercial;galpão;0;1;1;129;0;2;-18.946988;-48.263754;2371;0
Venda;Residencial;casa;2;1;4;106;0;6;-18.901298;-48.275036;0;717456
Aluguel;Comercial;sala comercial;0;2;3;90;0;0;-18.941803;-48.273748;2593;0
Venda;Residencial;casa de condomínio;3;2;4;125;0;0;-18.890227;-48.265337;0;338254
Aluguel;Comercial;sala comercial;0;1;2;114;0;6;-18.903729;-48.231407;2751;0
Aluguel;Comercial;loja;0;1;2;211;1;1;-18.927595;-48.322134;1948;0
Aluguel;Comercial;sala comercial;0;3;4;130;1;2;-18.89386;-48.291513;2120;0
Aluguel;Comercial;galpão;0;1;4;159;0;4;-18.946428;-48.227584;2342;0
Venda;Residencial;casa de condomínio;2;2;3;117;1;1;-18.905846;-48.321119;0;408145
Aluguel;Residencial;casa;2;2;4;237;0;4;-18.918301;-48.243914;1723;0
Venda;Comercial;galpão;0;3;1;203;1;6;-18.915147;-48.275223;0;227777
Aluguel;Comercial;sala comercial;0;1;2;190;1;10;-18.938757;-48.318101;1134;0
Venda;Residencial;casa;2;3;1;95;1;7;-18.927667;-48.231743;0;142250
Venda;Residencial;casa de condomínio;2;3;4;138;1;8;-18.88888;-48.316313;0;185066
Aluguel;Comercial;sala comercial;0;2;4;119;1;2;-18.904849;-48.252628;2977;0
Venda;Comercial;sala comercial;0;2;3;182;0;7;-18.929126;-48.289513;0;541942
Venda;Comercial;loja;0;3;2;176;0;1;-18.943321;-48.231616;0;622419
Aluguel;Comercial;galpão;0;1;2;84;0;4;-18.890445;-48.316655;2933;0
Aluguel;Residencial;apartamento;1;1;2;96;1;4;-18.947057;-48.227524;1682;0
Aluguel;Comercial;sala comercial;0;3;4;223;1;6;-18.954658;-48.232297;1929;0
Venda;Residencial;apartamento;2;3;3;108;0;0;-18.915296;-48.261947;0;798661
Aluguel;Comercial;loja;0;1;1;231;0;2;-18.887271;-48.252092;2283;0
Aluguel;Residencial;apartamento;3;2;3;197;1;5;-18.966527;-48.311718;2855;0
Aluguel;Residencial;casa de condomínio;1;3;1;153;0;2;-18.908519;-48.223829;1480;0
Aluguel;Comercial;loja;0;1;2;228;1;7;-18.917198;-48.283118;1916;0
Venda;Comercial;galpão;0;1;4;90;0;7;-18.889682;-48.237082;0;553836
Venda;Comercial;sala comercial;0;2;4;141;1;6;-18.89778;-48.317849;0;128904
Venda;Residencial;apartamento;3;2;2;207;0;7;-18.932184;-48.225691;0;760025
Aluguel;Comercial;galpão;0;1;4;139;0;5;-18.932269;-48.294121;964;0
Aluguel;Residencial;apartamento;1;3;1;133;0;7;-18.904262;-48.229906;2436;0
Aluguel;Residencial;apartamento;2;3;2;242;1;5;-18.932535;-48.250326;1458;0
Venda;Comercial;galpão;0;1;4;248;0;5;-18.897565;-48.297297;0;676474
Venda;Residencial;apartamento;4;1;4;243;0;5;-18.933157;-48.305932;0;763144
Aluguel;Residencial;casa de condomínio;3;2;1;128;1;10;-18.883912;-48.292461;1858;0
Aluguel;Comercial;sala comercial;0;2;1;210;0;4;-18.964029;-48.313423;981;0
Venda;Comercial;galpão;0;1;4;166;0;9;-18.956894;-48.21856;0;676484
Aluguel;Residencial;casa;3;2;1;209;0;9;-18.933923;-48.218592;2511;0
Aluguel;Residencial;casa de condomínio;1;3;4;233;1;5;-18.937141;-48.222229;798;0
Venda;Comercial;galpão;0;2;2;132;1;1;-18.965199;-48.225506;0;218303
Aluguel;Comercial;loja;0;3;4;214;1;8;-18.900903;-48.266093;2341;0
Aluguel;Residencial;apartamento;1;2;1;102;1;3;-18.897636;-48.226231;1787;0
Aluguel;Comercial;galpão;0;3;4;115;1;1;-18.925546;-48.312315;2833;0
Aluguel;Comercial;sala comercial;0;1;4;117;1;5;-18.939706;-48.280957;1981;0
Venda;Comercial;sala comercial;0;1;4;124;0;7;-18.920037;-48.315755;0;749888
Aluguel;Residencial;apartamento;2;2;2;133;1;4;-18.954776;-48.292497;2277;0
Venda;Comercial;loja;0;2;1;197;1;10;-18.961483;-48.282906;0;459673
Aluguel;Comercial;galpão;0;1;4;220;1;4;-18.935814;-48.283864;1307;0
Venda;Comercial;loja;0;1;4;203;0;3;-18.963497;-48.299534;0;774918
Aluguel;Comercial;sala comercial;0;1;2;96;0;8;-18.898551;-48.223426;778;0
Aluguel;Residencial;apartamento;3;1;1;170;1;6;-18.932897;-48.252457;1400;0
Aluguel;Residencial;apartamento;4;1;2;100;0;10;-18.928476;-48.224099;673;0
Aluguel;Comercial;loja;0;1;4;235;1;7;-18.953439;-48.329549;1503;0
Venda;Comercial;sala comercial;0;1;4;167;1;2;-18.925647;-48.269961;0;711933
Venda;Comercial;sala comercial;0;2;1;191;1;4;-18.934055;-48.319639;0;238226
Venda;Comercial;galpão;0;1;2;142;0;7;-18.935366;-48.292855;0;480407
Aluguel;Comercial;galpão;0;3;2;121;0;7;-18.944898;-48.27327;2119;0
Aluguel;Residencial;apartamento;1;3;1;130;1;7;-18.894748;-48.245503;1018;0
Aluguel;Comercial;galpão;0;2;3;242;0;4;-18.916681;-48.278828;1769;0
Aluguel;Residencial;casa de condomínio;4;1;3;247;0;5;-18.924769;-48.332572;2395;0
Venda;Comercial;sala comercial;0;1;1;208;1;0;-18.933412;-48.318431;0;209143
Aluguel;Residencial;apartamento;3;2;4;213;1;2;-18.916308;-48.271889;1787;0
Aluguel;Comercial;sala comercial;0;1;4;226;0;6;-18.956011;-48.242116;2096;0
Aluguel;Comercial;galpão;0;2;3;85;0;5;-18.893996;-48.25863;2445;0
Aluguel;Residencial;apartamento;2;2;4;90;1;8;-18.941641;-48.322753;2736;0
Venda;Residencial;casa de condomínio;3;3;2;246;0;9;-18.919912;-48.232954;0;231197
Venda;Residencial;apartamento;3;1;1;113;0;9;-18.934971;-48.249525;0;559672
Aluguel;Residencial;apartamento;1;1;4;175;0;3;-18.942888;-48.279982;2989;0
Aluguel;Comercial;galpão;0;3;2;201;1;5;-18.89869;-48.282806;1260;0
Venda;Residencial;apartamento;1;1;2;176;0;6;-18.888183;-48.285359;0;774658
Venda;Residencial;casa de condomínio;2;2;3;117;0;4;-18.944975;-48.24363;0;144413
Venda;Residencial;apartamento;4;2;3;132;0;2;-18.955287;-48.288763;0;213323
Venda;Comercial;galpão;0;2;2;156;0;9;-18.905055;-48.31415;0;169346
Aluguel;Comercial;galpão;0;2;1;243;0;6;-18.895519;-48.286509;2879;0
Aluguel;Residencial;casa de condomínio;3;3;4;240;0;5;-18.902514;-48.3196;1049;0
Venda;Comercial;galpão;0;3;4;153;1;1;-18.901301;-48.285918;0;603998
Venda;Comercial;loja;0;3;1;186;1;3;-18.958225;-48.248325;0;702757
Aluguel;Comercial;loja;0;1;2;196;1;4;-18.953711;-48.258335;2021;0
